,comment_num,title,body,url,comment,comment_time
0,3, ,"판교 월세 엄청 비싸겠죠..
근처(?) 자취방 구하고 싶은데 어디가 좋을까요 ㅠ
판교에서 40분이내 였으면 합니다",https://everytime.kr/386030/v/295940613,"['태평 모란', '저 모란역 사는데 버스로 20~40분, 지하철 10~20분이에요!! 이매역이나 야탑역도 추천드림', '판교 월에 자취하는데 월세+관리비 160깨짐...']",16분 전
1,7,자취하는데,갑자기 치킨이 너무 먹고싶어.. 어쩌지,https://everytime.kr/374012/v/295930145,"['먹어', '시켜 남은 거 냉동실 넣고 에프에 돌리거나 치킨마요해먹어', '하..입터졋엉 어카지', '냠냠', '내거 남은거 주고싶네', '차라리 먹방을 보는게어때', '나도 자취하는데 한마리시켜서 이틀에 나눠먹어']",03/27 23:31
2,10,기숙사 vs 통학 vs 자취,"기숙사 무조건 된다는 가정하에…

통학 (차로 왕복 2시간 or 대중교통 버스2번 갈아탐-> 대신에 매일 교통비 만원씩 깨짐)

기숙사 (거리나 비용적인 측면은 좋은데 너무 불편함)

자취 (지역 미정, 하지만 나 만의 집이 있다는것? 밥이라도 편히 먹고 잠이라도 편히 잔다)

어느것을 추천하시나용… ㅜㅜ",https://everytime.kr/374012/v/295925915,"['금전적 여유가 확실히 보장 된다면 자취가 무조건 압도적으로 좋음', '이중전공 때문에 글설 왔다갔다 해야한다면 어디 지역이 좋을까요?? ㅜㅜ', '수업 많이 듣는 쪽에 집 구하는게 좋지', '오옹 감사합니다 ㅜㅜ', '당연히 자취', '돈만 있으면 당연히 서울', '아침에 빵차타고 학교 오는거 막 자리 없다고도 하는데 괜찮나요??', '1교시 글캠 수업 안잡으면 되죵', '다음에 한번 그렇게 해볼께욥…!!!', '자취생인데 외로운거 빼면 개굳 집 더러워도 아무도 모라 안함']",03/27 23:09
3,2,자취방 와이파이 고장난 것 같은데,집주인한테 말씀드리고 기사님 부르면 돈 집주인이 내주시는 거야?,https://everytime.kr/374012/v/295925480,"['집주인한테 말씀드리면 알아서 기사님 부르심', '오호 땡큐']",03/27 23:07
4,8,강남쪽 자취하는 사람,어때? 자취는 강남쪽에서 하고 싶은데,https://everytime.kr/374012/v/295922154,"['비싸겟지', '굳이 싶은데..? 이중으로 돈 많이 나가는데..', '여긴 알바 자리가 너무 없어', '그건맞지.. 월세에 교통비+통학시간 감당 가능하면 사실 강남 사는거 자체는 좋지', '월세 몇 생각중인데', '월40까지? 근데 있으려나 싶다', '강남대쪽 자취해도 월40은들겟다', '그냥 기숙사 살아야겠다 ..']",03/27 22:50
5,15, ,"자취가 생각했던 것보다 마냥 좋지만은 않다는 걸 깨달음
원래 성격이 외로움을 많이 타는 성격이어서 그런지 고등학생땐 맨날 집 나와서 혼자 살고 싶어했는데 막상 혼자 사니까 너무 외롭고 공허함🥲",https://everytime.kr/375133/v/295920738,"['ㅇㅈ 본가가면 그냥 집에 있는것만으로도 뭔가 마음이 안정되는 기분..', '난 아직도 깜깜한 방 불 킬때면 엄마보고 싶고 아빠보고 싶고 그래 .. ㅋㅋㅋ', '그러겡 이렇게 외로워할 줄은 나도 몰랐네…', '삭제된 댓글입니다.', '어…만들고 싶다고 만들 수 있는 얼굴은 아니여서 😅', '집들이 한번 해봐 친구야', '이미 몇명 왔었는데 막상 오면 좀 귀찮지만 가면 또 외로워서ㅋㅋㅠ', '오히려 친구는 기숙사라던지 친구랑 같이 사는 원룸 투룸이 더 맞을 거 같네', '기숙사는 둘이 사는데 너무 좁은거 같고 모르는 애랑 둘이 만나는 거니까 불편할거 같아서 별론데 진짜 투룸에서 친구 한 명 정도랑 같이 사는건 꽤 괜찮은거 같다…', '맘에 맞는 친구 꼬셔서 투룸 반반하자고 해', '외로움을 많이 타는 성격인데 왜 집 나와서 혼자 살고 싶어했어...??', '학교 다닐때 성적이랑 대학교 합격 문제로 부모님이랑 엄청 싸웠어서…안싸운 날이 없을 정도라 진짜 집 나오고 싶었거든', 'ㅇㅎ... ㅠㅠㅠㅠㅠ 윗댓 말대로 마음 잘 맞는 친구랑 같이 살면 훨씬 좋을 것 같다', '맞아 혼자사는거 진짜 외롭다ㅜ', '그니까ㅜ', '난 1년째 자취중인데 외롭다는 생각 단 한번도 든 적 없어.. 왜지..']",03/27 22:42
6,4, ,노량진 다니는데 자취하는 젊은 이쪽 많아서 좋다...,https://everytime.kr/523129/v/295907140,"['그걸 어떻게 알아', '어플 켜면 다 나오지 뭐', '좋은 정보 ㄱㅅ', '나도 노량진 살아 ~']",03/27 21:27
7,0,✨(전국3위) 친목동아리 [깐부]에서 10기를 모집합니다✨,"👑전국 동아리 3위👑
🌈아무나 뽑지 않는다! 소수정예 동아리 압도적 1위🌈
💕가장 활발한 동아리 1위 (회원수대비) 💕

⭐️각 동아리별 인스타를 직접 확인하세요! 어떤 동아리가 모임이 가장 활발한지 알 수 있어요!⭐️

🎉지금! 상시 모집중(1년365일). 합격시 지금 바로 활동가능🎉

🔥우리는...깐부잖아..!🔥

❤️깐부란?
다양한 분야의 “매력” 적인 사람들이 모여 서로 친해지며 시너지를 얻는 ‘플랫폼’ 으로,
200명이 넘는 회원들이 거의 매일 열리는 모임을 통해 활발히 만남을 갖고 있습니다.

💚 매력은 ‘외모’ 뿐만이 아니라, 센스 성격 재치 본인 분야의 전문성 등 다양한 모든 ‘능력’을 통칭합니다.
💛 깐부는 “매력적인 사람들” 을 모집하여 색다르고 다양한 활동을 통해 ‘친해지는 과정’을 갖습니다.
💙 일회성 인연이 아닌 '깐부'로서 좋은 사람들과 친목을 오래오래 쌓고 있습니다!

🧡깐부에는 아래와 같은 다양한 분야의 ""매력적인 사람들""이 있습니다. 가지각색의 개성을 가진 사람들과 깐부하고 싶은 분들 모두 환영합니다~

💜대한민국 국가대표부터 현직배우 투자자 트레이더 사업가 유튜버 인플루언서 뮤지션 래퍼 모델 작곡가 클럽MD 틱톡커 서울대의대생 한의대생 약대생 SKY 댄서 발레강사 수학강사 쇼핑몰CEO 외국인 연극배우 뮤지컬배우 학원강사 SM연습생 유학생 연기자까지!

📌 지원방법
• 지원서 접수 : 하단 구글폼 링크로 접수
구글 폼: https://forms.gle/7337PFPM9V8w3hLm8
• 서류합격자 개별 통보 후 면접대기자방 초대 (지원서 접수일로부터 약 1~2주 소요)
**지원서만으로도 충분히 매력을 보여주신 분들은 면접 없이도 바로 합격 가능
• 면접 : 다대다 [대면] 면접
• 합격자 발표 : 개별 연락처로 통보한 뒤 동아리 단톡방 초대(면접일로부터 약 2주 소요)

📌 인스타 계정
@realkkanbu
깐부의 활동내용 구경하러 오세요~!
동아리원이 아니더라도 누구나 팔로우 해주셔도 됩니다XD
https://www.instagram.com/realkkanbu

📌 동아리원 이용가능 혜택
💚고급호텔/리조트 vip 멤버쉽 다수 이용가능
(메리어트 플래티넘 , LHW , IHG다이아 , 신라호텔S멤버십 , 아난티 , 대명 , 양양인구스테이 등 보유중)
-전국 어디든 저렴하고 세련되게 놀러가기 좋다는 장점!
💚동아리에 자차 20대 이상 보유
-언제든 즉흥여행 떠나기 쌉가능
💚동아리최초 ‘외부협력법률사무소’ 시스템을 통한 안전한 동아리운영
-무료 변호사개인상담 및 선임가능

📌 문의사항
✔깐부 문의채널 :
http://pf.kakao.com/_qxovxib/chat
사소한 내용도 괜찮으니 편하게 문의 주세요!

📌 활동 이력
🌟JW Marriott Seoul 최상위 펜트하우스 스위트룸 OT (2000만원상당)
💜신라호텔 조선팰리스 등 각종 최상위호텔 스위트룸 파티 & 호캉스MT
💜회장단 소유 호텔 최상위 펜트하우스 숙박비 무료 번개
💜등산 패러글라이딩 번지점프 야구장 빠지 워터스포츠 번개
💜MBTI “i” 들을 위한 딥톡 깐부하우스 번개
💜홍천 비발디파크 스키장 번개
💜대천/강릉/양양/부산/인천 등 즉흥여행번개
💜한강 벚꽃 / 버스킹 번개 / 한강치맥 번개
💜서울/근교(의정부 남양주 등) 유명 카페 투어 및 인생샷 찍기기
💜각종 전시회 원데이클래스(향수,도예,가죽공예,악세사리) 번개 / 보드게임 번개
💜워터밤/흠뻑쇼/월디페 등 각종 페스티벌&축제뿌수기
💜여러 래퍼/가수 콘서트 공연 번개
💜롯데월드, 서울랜드, 에버랜드 등 놀이공원번개
💜수천만원 상당의 클럽테이블 무료 번개 (RACE/JACK/FACE/MADE 등)
💜게이클럽번개 KING/TRUNK/TRANS/SOHO 등
💜교류 동아리 통한 여러 파티 번개
💜케리비안베이 /오션월드/ 빠지 번개 및 풀파티!
💜월드컵 단체 관람 번개
💜각종 파티룸 노래방 홈파티 번개
💜신라호텔 스위트룸 정모 예정
💜여름에 2000만원상당의 400평 국내 최고 호텔 객실에서 풀파티 엠티 예정
🎤움직이는 노래방(차박용차+노래방기계 조합)으로 언제 어디서든 가능한 노래방 콘텐츠🎤

📌 우대 사항 (우대사항일뿐, 해당되지 않는다고 떨어지는 것은 아닙니다. )
1. 인플루언서/유튜버/공인/연예인
2. 사진/영상 촬영/편집/디자인 전공자 혹은 자신있는 능력자
3. 인스타그램/유튜브 등 콘텐츠 제작 및 SNS 운영에 자신있는 능력자
4. 어떤 집단의 장으로서 역할 경험이 있는 리더십 있는 능력자
5. 미친듯이 압도적으로 웃기고 망해가는 그룹의 분위기를 혼자서도 띄울 수 있는 능력자
6. 사업/투자/본인만의 전문성으로 경제적 이윤창출을 하고있거나 경험이 있으신 능력자.
7. 거의 매일 이용하는 차량 보유자(or 원할때 동아리에서 언제든 자유롭게 사용할수있는 차량 보유자)
8. 파티나 모임에 활용할 수 있는 공간보유 or 할인/혜택/멤버쉽/vip 등 보유자 (호텔VIP, 자취방, 리조트회원권, 파티룸, 에어비앤비, 스페이스클라우드, 펜션, 별장, 홈파티, 요트, 선박, 아지트공간 등 어떠한 형태든 상관 없음)
9. 대형 행사를 기획/진행 해보신 경험이 있으시거나, 잘할 자신이 강력하게 있으신 능력자(이유설명필요)
10. 주류협찬 혹은 각종협찬을 기업 등으로부터 받아보신 경험이 있으시거나 받으실 수 있는 능력자
※ 지원서에 반드시 본인의 능력을 보여줄 수 있는 자료를 첨부해주세요.

📌 활동 주기,횟수
- 활동횟수에 제한은 없습니다
- 모임은 거의 매일 열립니다!

📌 모집대상
다양한 분야의 ‘매력적인’ 분
수도권에 거주 중인 20대(휴학생 무관)
열정이 넘치고 친화력 넘치시는 분
똑같은 일상에 권태로움을 느끼시는 집돌이, 집순이
새로운 사람들과 버킷리스트를 실현하고 싶으신 분

📌 모집일정
>>지원서 접수
상시접수

>>면접일정
10기 면접 [4월30일 일요일]
11기 면접 [6월25일 일요일]
**지원서만으로도 충분히 매력적이신 분들은 면접 없이도 바로 합격가능.

>>합격자 발표
1순위 합격자 : 면접 후 1주안에 개별 카톡으로 발표
2순위 합격자 : 오티전 발표

*합격시 바로 동아리 활동 시작가능.
**10기 마감 이후에 바로 11기 모집하니, 10기 마감일 이후에도 계속 동아리 지원 가능합니다.

📌 가입비
여자 17,200원 / 남자 33,200원
( 무분별한 가입,이탈,간보기 방지를 위해 가입비는 환불되지 않습니다. 납부된 가입비는 투명하게 관리, 공개합니다. )

📌 오티
10기 : 5월13일 토요일
11기 : 7월1일 토요일

📌 자주하는 질문

Q : 인스타나 공고문을 보니 너무 활동적이고 텐션높은 활동들만 진행 되는거 같은데 조용한 활동을 원하는 사람들도 괜찮을까요?
A : 물론입니다:)
저희 동아리에는 내향적인 분들을 위한 활동도 많이 열립니다. 예를 들어 카페 전시회 영화 보드게임 독서토론소모임등 정적인 번개들도 많이 열리니 걱정마세요!

Q : 인스타 보니까 비싸고 좋은데 가는 것 같던데, 부담이 많이 될까봐 걱정이 돼요. 활동 시에 돈이 많이 드나요?
A : 아닙니다:)
저희 동아리는 오히려 여타 일반적인 다른 동아리들보다 훨씬 저렴하게 노는 걸로 자부할 수 있습니다!
고급 호텔 스위트룸은 VIP로 저렴하게 가고, 외제차는 동아리원 소유이기때문에 렌트하는 등의 비용이 일절 발생하지 않습니다! 돈 많이 드는 동아리 절대 아니에요👍🏻!

Q : 1기가 아닌데 기존 회원들이랑도 잘 어울려 적응할 수 있을 지가 걱정돼요ㅠㅠ
A : 걱정하지 마세요 :)
첫번째, 초반에는 신입들만 참여할 수 있는 오티가 자주 있어, 신입끼리 먼저 친해질 수 있습니다.
두번째, 회장단이 직접, 신입 동아리원들을 위한 번개를 주기적으로 주최합니다.
세번쨰, 기존 회원과 신입 회원이 매우 잘 섞일 수있도록 회장단이 직접 팀장으로서 동아리원들을 관리하며 친목활동을 도와주는 시스템인 “팀 제도”가 존재하니 그런 걱정 마세요!!

Q : 저는 혼자 지원했는데, 친구끼리 많이 들어오나요?
A : 대부분이 혼자 동아리에 지원하셔서 들어오십니다:)

Q : MBTI i인데 지원해도 괜찮을까요? / 조용한 성격인데 잘 적응할 수 있을까요?
A : 동아리에 i인 사람들이 정말 많고, 대부분 적응을 잘 한답니다:) 또한 mbti는 합격 여부와는 전혀 상관이 없습니다. 걱정마시고 지원해주세욤! infj infp 등 모든 i 대환영~~!

Q : 깐부는 사업체 혹은 기업, 정치, 종교, 시민단체 등이 운영하는 곳인가요??
A : 아닙니다. 깐부는 기업,정치,종교,시민단체와 전혀 무관하며, 대학생들이 자체적으로 운영하는 동아리입니다. 매기수 회계내역을 투명하게 공개하고 있으며, 동아리 혹은 운영진의 '사적인 이득'을 위해 회비를 사용하는 일은 없습니다.

Q : 이상한 목적을 가진 사람들이 걱정돼요!
A : 깐부에는 동아리 최초 ‘협력 변호사 시스템’ 뿐 아니라 아래와 같은 체계적인 신고/제보 시스템이 존재합니다.
A : 저희 동아리는 지원서와 대면 면접을 통한 필터링을 통해 깐부에 적합하지 않은 인원들을 필터링하며, 오픈채팅을 통한 익명제보도 받고 있습니다.
또한 불순한 의도를 가진 사람들을 제재하기 위한 체계적인 경고 제도가 존재하며 아래와 같은 체계적인 신고/제보 시스템이 존재하니 참고하시어 걱정마시고 즐거운 동아리 활동해요😆

📌차원이다른 깐부만의 3중 신고/제보 시스템

< 1. 실시간 신고 제도 >
< 2. 익명 신고 제도 >
< 3. ‘깐변’ 제도 - (깐부 협력 법률사무소를 통한 신고) >

-동아리원의 안전과 신뢰가 뒷받침이 되어야만 깐부 부원들이 안심하고 깐부 생활을 즐길 수 있다고 생각합니다. 그러나 수백명의 사람이 모여 있고 계속해서 새로운 사람들이 거쳐가는 동아리의 특성상, 불미스러운 일이 생기는 것을 완벽하게 차단하기는 어렵습니다.
-그렇기에 이러한 일이 발생했을 경우 효과적으로 대응할 수 있는 체계적인 시스템과 방법들을 미리 갖추는 것이 중요하다고 생각합니다. 이를 위해 깐부는,
ㅡ ㅡ ㅡ ㅡ ㅡ
1. 여러 채널을 통해 3중으로 ★신고/제보하는 시스템★을 운영 중에 있습니다. 불미스러운 사건이 있는 경우에만 신고/제보가 가능한 것이 아니고, 예방을 위한 사전 조치로 신고/제보하셔도 괜찮으니 어떠한 내용이든 편하게 이용 해주세요!

2. 깐부 협력 법률사무소를 통해 공식 변호사를 선임하여 깐부 회원이라면 누구나 무료로 변호사 상담을 받을 수 있고, 필요시 법적조치까지 지원하는 시스템인 ★깐변 제도★를 마련해두었습니다.
이는 깐부 회원들이 내부적/외부적으로 위협 받는 상황을 사전에 방지하고 강경한 대응을 함으로써 동아리원들을 보호하기 위함입니다. (실제로 깐부부원이 외부에서 피해를 입었던 상황에서 협력 변호사님이 상담 후 착수금 없이 무료로 사건을 진행 해주신 사례 있음)
ㅡ ㅡ ㅡ ㅡ ㅡ
깐부는 이와 같은 시스템들을 통해 동아리원을 보호할 수 있도록 노력하고 있습니다. 따라서 그 어떤 동아리보다 신뢰할 수 있다고 자부합니다. 깐부에 대한 많은 관심과 사랑 부탁 드립니다♡

📌 깐부 소모임 운영
▶ 깐부에서는 회원분들이 보다 다양한 사람들과 여러 활동을 경험하며 친해질 수 있도록 ‘소모임’ 제도를 운영하고 있습니다!
▶ 누구든 가입하여 꿈꿔왔던 버켓리스트를 실현 할 수 있는 기회!
▶ 깐부에 처음 들어와 친해지고 싶다면?! 바로 소모임 가입 고고~~
1) 나들이 소모임 ex) 한강, 맛집탐방, 카페탐방
2) 게임 소모임 ex) 보드게임, 볼링, 방탈출, 당구 등
3) 문화 소모임 ex) 영화, 전시, 연극, 공연 등
4) 액티비티 소모임 ex) 놀이공원, 빠지, 스키장, 워터파크 등
5) 여행 소모임 ex) 여행, 글램핑(캠핑), 바다 등
6) 파티 소모임 ex) 클럽, 파티룸, 페스티벌 등
7) 취미 소모임 ex) 원데이 클래스, 음악 작업 등",https://everytime.kr/418772/v/295893506, ,03/27 20:01
8,0, ,"자취하면 나름 챙겨먹는다고 챙겨먹어도 살이 빠지는 건가... 군것질이랑 당음료 안 먹어서 그런건가
하루 2끼는 꼬박꼬박 먹고 야식도 본가에 있을 때보다 꽤 먹는 거 같은데 왜 살이 자꾸 빠지지..? 본가 갈 때마다 부모님이 걱정하셔 나 잘 먹는데...",https://everytime.kr/375133/v/295893302, ,03/27 20:00
9,1,자취하면 한달에 수백번도 더할듯,"텔 대실해서 하면 3,4번정도 하니까",https://everytime.kr/370454/v/295844096,['커바커.. 오히려 동거처럼 붙어 살아서 임팩트 있게 하진 못하는듯 ㅋㅋㅠ'],03/27 13:41
